x,y,z
-19.00,-2.00,17.00
-19.00,-2.00,18.20
-19.00,-1.00,-18.80
-19.00,-1.00,-17.60
-19.00,-1.00,-16.50
-19.00,-1.00,-15.30
-19.00,-1.00,-14.10
-19.00,-1.00,-12.90
-19.00,-1.00,-11.70
-19.00,-1.00,-10.50
-19.00,-1.00,-9.32
-19.00,-1.00,-8.13
-19.00,-1.00,-6.94
-19.00,-1.00,-5.76
-19.00,-1.00,-4.57
-19.00,-1.00,-3.38
-19.00,-1.00,-2.19
-19.00,-1.00,-1.00
-19.00,-1.00,0.19
-19.00,-1.00,1.38
-19.00,-1.00,2.57
-19.00,-1.00,3.76
-19.00,-1.00,4.94
-19.00,-1.00,6.13
-19.00,-1.00,7.32
-19.00,-1.00,8.51
-19.00,-1.00,9.70
-19.00,-1.00,10.90
-19.00,-1.00,12.10
-19.00,-1.00,13.30
-19.00,-1.00,14.50
-19.00,-1.00,15.60
-19.00,-1.00,16.80
-19.00,-1.00,18.00
-19.00,0.00,-19.00
-19.00,0.00,-17.80
-19.00,0.00,-16.60
-19.00,0.00,-15.50
-19.00,0.00,-14.30
-19.00,0.00,-13.10
-19.00,0.00,-11.90
-19.00,0.00,-10.70
-19.00,0.00,-9.51
-19.00,0.00,-8.32
-19.00,0.00,-7.13
-19.00,0.00,-5.94
-19.00,0.00,-4.76
-19.00,0.00,-3.57
-19.00,0.00,-2.38
-19.00,0.00,-1.19
-19.00,0.00,0.00
-19.00,0.00,1.19
-19.00,0.00,2.38
-19.00,0.00,3.57
-19.00,0.00,4.76
-19.00,0.00,5.94
-19.00,0.00,7.13
-19.00,0.00,8.32
-19.00,0.00,9.51
-19.00,0.00,10.70
-19.00,0.00,11.90
-19.00,0.00,13.10
-19.00,0.00,14.30
-19.00,0.00,15.50
-19.00,0.00,16.60
-19.00,0.00,17.80
-19.00,1.00,-19.20
-19.00,1.00,-18.00
-19.00,1.00,-16.80
-19.00,1.00,-15.60
-19.00,1.00,-14.50
-19.00,1.00,-13.30
-19.00,1.00,-12.10
-19.00,1.00,-10.90
-19.00,1.00,-9.70
-19.00,1.00,-8.51
-19.00,1.00,-7.32
-19.00,1.00,-6.13
-19.00,1.00,-4.94
-19.00,1.00,-3.76
-19.00,1.00,-2.57
-19.00,1.00,-1.38
-19.00,1.00,-0.19
-19.00,1.00,1.00
-19.00,1.00,2.19
-19.00,1.00,3.38
-19.00,1.00,4.57
-19.00,1.00,5.76
-19.00,1.00,6.94
-19.00,1.00,8.13
-19.00,1.00,9.32
-19.00,1.00,10.50
-19.00,1.00,11.70
-19.00,1.00,12.90
-19.00,1.00,14.10
-19.00,1.00,15.30
-19.00,1.00,16.50
-19.00,1.00,17.60
-19.00,2.00,-19.40
-19.00,2.00,-18.20
-19.00,2.00,-17.00
-19.00,2.00,-15.80
-19.00,2.00,-14.60
-19.00,2.00,-13.50
-19.00,2.00,-12.30
-19.00,2.00,-11.10
-19.00,2.00,-9.89
-19.00,2.00,-8.70
-19.00,2.00,-7.51
-19.00,2.00,-6.32
-19.00,2.00,-5.13
-19.00,2.00,-3.94
-19.00,2.00,-2.76
-19.00,2.00,-1.57
-19.00,2.00,-0.38
-19.00,2.00,0.81
-19.00,2.00,2.00
-19.00,2.00,3.19
-19.00,2.00,4.38
-19.00,2.00,5.57
-19.00,2.00,6.76
-19.00,2.00,7.94
-19.00,2.00,9.13
-19.00,2.00,10.30
-19.00,2.00,11.50
-19.00,2.00,12.70
-19.00,2.00,13.90
-19.00,2.00,15.10
-19.00,2.00,16.30
-19.00,2.00,17.50
-19.00,3.00,-19.60
-19.00,3.00,-18.40
-19.00,3.00,-17.20
-19.00,3.00,-16.00
-19.00,3.00,-14.80
-19.00,3.00,-13.60
-19.00,3.00,-12.50
-19.00,3.00,-11.30
-19.00,3.00,-10.10
-19.00,3.00,-8.89
-19.00,3.00,-7.70
-19.00,3.00,-6.51
-19.00,3.00,-5.32
-19.00,3.00,-4.13
-19.00,3.00,-2.94
-19.00,3.00,-1.76
-19.00,3.00,-0.57
-19.00,3.00,0.62
-19.00,3.00,1.81
-19.00,3.00,3.00
-19.00,3.00,4.19
-19.00,3.00,5.38
-19.00,3.00,6.57
-19.00,3.00,7.76
-19.00,3.00,8.94
-19.00,3.00,10.10
-19.00,3.00,11.30
-19.00,3.00,12.50
-19.00,3.00,13.70
-19.00,3.00,14.90
-19.00,3.00,16.10
-19.00,3.00,17.30
-19.00,4.00,-19.80
-19.00,4.00,-18.60
-19.00,4.00,-17.40
-19.00,4.00,-16.20
-19.00,4.00,-15.00
-19.00,4.00,-13.80
-19.00,4.00,-12.60
-19.00,4.00,-11.50
-19.00,4.00,-10.30
-19.00,4.00,-9.08
-19.00,4.00,-7.89
-19.00,4.00,-6.70
-19.00,4.00,-5.51
-19.00,4.00,-4.32
-19.00,4.00,-3.13
-19.00,4.00,-1.94
-19.00,4.00,-0.76
-19.00,4.00,0.43
-19.00,4.00,1.62
-19.00,4.00,2.81
-19.00,4.00,4.00
-19.00,4.00,5.19
-19.00,4.00,6.38
-19.00,4.00,7.57
-19.00,4.00,8.76
-19.00,4.00,9.94
-19.00,4.00,11.10
-19.00,4.00,12.30
-19.00,4.00,13.50
-19.00,4.00,14.70
-19.00,4.00,15.90
-19.00,4.00,17.10
-19.00,5.00,-20.00
-19.00,5.00,-18.80
-19.00,5.00,-17.60
-19.00,5.00,-16.40
-19.00,5.00,-15.20
-19.00,5.00,-14.00
-19.00,5.00,-12.80
-19.00,5.00,-11.60
-19.00,5.00,-10.50
-19.00,5.00,-9.27
-19.00,5.00,-8.08
-19.00,5.00,-6.89
-19.00,5.00,-5.70
-19.00,5.00,-4.51
-19.00,5.00,-3.32
-19.00,5.00,-2.13
-19.00,5.00,-0.95
-19.00,5.00,0.24
-19.00,5.00,1.43
-19.00,5.00,2.62
-19.00,5.00,3.81
-19.00,5.00,5.00
-19.00,5.00,6.19
-19.00,5.00,7.38
-19.00,5.00,8.57
-19.00,5.00,9.76
-19.00,5.00,10.90
-19.00,5.00,12.10
-19.00,5.00,13.30
-19.00,5.00,14.50
-19.00,5.00,15.70
-19.00,5.00,16.90
-19.00,6.00,-20.20
-19.00,6.00,-19.00
-19.00,6.00,-17.80
-19.00,6.00,-16.60
-19.00,6.00,-15.40
-19.00,6.00,-14.20
-19.00,6.00,-13.00
-19.00,6.00,-11.80
-19.00,6.00,-10.60
-19.00,6.00,-9.46
-19.00,6.00,-8.27
-19.00,6.00,-7.08
-19.00,6.00,-5.89
-19.00,6.00,-4.70
-19.00,6.00,-3.51
-19.00,6.00,-2.32
-19.00,6.00,-1.13
-19.00,6.00,0.06
-19.00,6.00,1.24
-19.00,6.00,2.43
-19.00,6.00,3.62
-19.00,6.00,4.81
-19.00,6.00,6.00
-19.00,6.00,7.19
-19.00,6.00,8.38
-19.00,6.00,9.57
-19.00,6.00,10.80
-19.00,6.00,11.90
-19.00,6.00,13.10
-19.00,6.00,14.30
-19.00,6.00,15.50
-19.00,6.00,16.70
-19.00,7.00,-20.30
-19.00,7.00,-19.20
-19.00,7.00,-18.00
-19.00,7.00,-16.80
-19.00,7.00,-15.60
-19.00,7.00,-14.40
-19.00,7.00,-13.20
-19.00,7.00,-12.00
-19.00,7.00,-10.80
-19.00,7.00,-9.64
-19.00,7.00,-8.46
-19.00,7.00,-7.27
-19.00,7.00,-6.08
-19.00,7.00,-4.89
-19.00,7.00,-3.70
-19.00,7.00,-2.51
-19.00,7.00,-1.32
-19.00,7.00,-0.13
-19.00,7.00,1.06
-19.00,7.00,2.24
-19.00,7.00,3.43
-19.00,7.00,4.62
-19.00,7.00,5.81
-19.00,7.00,7.00
-19.00,7.00,8.19
-19.00,7.00,9.38
-19.00,7.00,10.60
-19.00,7.00,11.80
-19.00,7.00,12.90
-19.00,7.00,14.10
-19.00,7.00,15.30
-19.00,7.00,16.50
-19.00,8.00,-20.50
-19.00,8.00,-19.30
-19.00,8.00,-18.20
-19.00,8.00,-17.00
-19.00,8.00,-15.80
-19.00,8.00,-14.60
-19.00,8.00,-13.40
-19.00,8.00,-12.20
-19.00,8.00,-11.00
-19.00,8.00,-9.83
-19.00,8.00,-8.64
-19.00,8.00,-7.46
-19.00,8.00,-6.27
-19.00,8.00,-5.08
-19.00,8.00,-3.89
-19.00,8.00,-2.70
-19.00,8.00,-1.51
-19.00,8.00,-0.32
-19.00,8.00,0.87
-19.00,8.00,2.06
-19.00,8.00,3.24
-19.00,8.00,4.43
-19.00,8.00,5.62
-19.00,8.00,6.81
-19.00,8.00,8.00
-19.00,8.00,9.19
-19.00,8.00,10.40
-19.00,8.00,11.60
-19.00,8.00,12.80
-19.00,8.00,13.90
-19.00,8.00,15.10
-19.00,8.00,16.30
-19.00,9.00,-20.70
-19.00,9.00,-19.50
-19.00,9.00,-18.30
-19.00,9.00,-17.20
-19.00,9.00,-16.00
-19.00,9.00,-14.80
-19.00,9.00,-13.60
-19.00,9.00,-12.40
-19.00,9.00,-11.20
-19.00,9.00,-10.00
-19.00,9.00,-8.83
-19.00,9.00,-7.64
-19.00,9.00,-6.46
-19.00,9.00,-5.27
-19.00,9.00,-4.08
-19.00,9.00,-2.89
-19.00,9.00,-1.70
-19.00,9.00,-0.51
-19.00,9.00,0.68
-19.00,9.00,1.87
-19.00,9.00,3.06
-19.00,9.00,4.24
-19.00,9.00,5.43
-19.00,9.00,6.62
-19.00,9.00,7.81
-19.00,9.00,9.00
-19.00,9.00,10.20
-19.00,9.00,11.40
-19.00,9.00,12.60
-19.00,9.00,13.80
-19.00,9.00,14.90
-19.00,9.00,16.10
-19.00,10.00,-20.90
-19.00,10.00,-19.70
-19.00,10.00,-18.50
-19.00,10.00,-17.30
-19.00,10.00,-16.20
-19.00,10.00,-15.00
-19.00,10.00,-13.80
-19.00,10.00,-12.60
-19.00,10.00,-11.40
-19.00,10.00,-10.20
-19.00,10.00,-9.02
-19.00,10.00,-7.83
-19.00,10.00,-6.64
-19.00,10.00,-5.46
-19.00,10.00,-4.27
-19.00,10.00,-3.08
-19.00,10.00,-1.89
-19.00,10.00,-0.70
-19.00,10.00,0.49
-19.00,10.00,1.68
-19.00,10.00,2.87
-19.00,10.00,4.06
-19.00,10.00,5.24
-19.00,10.00,6.43
-19.00,10.00,7.62
-19.00,10.00,8.81
-19.00,10.00,10.00
-19.00,10.00,11.20
-19.00,10.00,12.40
-19.00,10.00,13.60
-19.00,10.00,14.80
-19.00,10.00,15.90
-19.00,11.00,-21.10
-19.00,11.00,-19.90
-19.00,11.00,-18.70
-19.00,11.00,-17.50
-19.00,11.00,-16.30
-19.00,11.00,-15.20
-19.00,11.00,-14.00
-19.00,11.00,-12.80
-19.00,11.00,-11.60
-19.00,11.00,-10.40
-19.00,11.00,-9.21
-19.00,11.00,-8.02
-19.00,11.00,-6.83
-19.00,11.00,-5.64
-19.00,11.00,-4.46
-19.00,11.00,-3.27
-19.00,11.00,-2.08
-19.00,11.00,-0.89
-19.00,11.00,0.30
-19.00,11.00,1.49
-19.00,11.00,2.68
-19.00,11.00,3.87
-19.00,11.00,5.06
-19.00,11.00,6.24
-19.00,11.00,7.43
-19.00,11.00,8.62
-19.00,11.00,9.81
-19.00,11.00,11.00
-19.00,11.00,12.20
-19.00,11.00,13.40
-19.00,11.00,14.60
-19.00,11.00,15.80
-19.00,12.00,-21.30
-19.00,12.00,-20.10
-19.00,12.00,-18.90
-19.00,12.00,-17.70
-19.00,12.00,-16.50
-19.00,12.00,-15.30
-19.00,12.00,-14.20
-19.00,12.00,-13.00
-19.00,12.00,-11.80
-19.00,12.00,-10.60
-19.00,12.00,-9.40
-19.00,12.00,-8.21
-19.00,12.00,-7.02
-19.00,12.00,-5.83
-19.00,12.00,-4.64
-19.00,12.00,-3.46
-19.00,12.00,-2.27
-19.00,12.00,-1.08
-19.00,12.00,0.11
-19.00,12.00,1.30
-19.00,12.00,2.49
-19.00,12.00,3.68
-19.00,12.00,4.87
-19.00,12.00,6.06
-19.00,12.00,7.24
-19.00,12.00,8.43
-19.00,12.00,9.62
-19.00,12.00,10.80
-19.00,12.00,12.00
-19.00,12.00,13.20
-19.00,12.00,14.40
-19.00,12.00,15.60
-19.00,13.00,-21.50
-19.00,13.00,-20.30
-19.00,13.00,-19.10
-19.00,13.00,-17.90
-19.00,13.00,-16.70
-19.00,13.00,-15.50
-19.00,13.00,-14.30
-19.00,13.00,-13.20
-19.00,13.00,-12.00
-19.00,13.00,-10.80
-19.00,13.00,-9.59
-19.00,13.00,-8.40
-19.00,13.00,-7.21
-19.00,13.00,-6.02
-19.00,13.00,-4.83
-19.00,13.00,-3.64
-19.00,13.00,-2.46
-19.00,13.00,-1.27
-19.00,13.00,-0.08
-19.00,13.00,1.11
-19.00,13.00,2.30
-19.00,13.00,3.49
-19.00,13.00,4.68
-19.00,13.00,5.87
-19.00,13.00,7.06
-19.00,13.00,8.24
-19.00,13.00,9.43
-19.00,13.00,10.60
-19.00,13.00,11.80
-19.00,13.00,13.00
-19.00,13.00,14.20
-19.00,13.00,15.40
-19.00,14.00,-21.70
-19.00,14.00,-20.50
-19.00,14.00,-19.30
-19.00,14.00,-18.10
-19.00,14.00,-16.90
-19.00,14.00,-15.70
-19.00,14.00,-14.50
-19.00,14.00,-13.30
-19.00,14.00,-12.20
-19.00,14.00,-11.00
-19.00,14.00,-9.78
-19.00,14.00,-8.59
-19.00,14.00,-7.40
-19.00,14.00,-6.21
-19.00,14.00,-5.02
-19.00,14.00,-3.83
-19.00,14.00,-2.64
-19.00,14.00,-1.46
-19.00,14.00,-0.27
-19.00,14.00,0.92
-19.00,14.00,2.11
-19.00,14.00,3.30
-19.00,14.00,4.49
-19.00,14.00,5.68
-19.00,14.00,6.87
-19.00,14.00,8.06
-19.00,14.00,9.24
-19.00,14.00,10.40
-19.00,14.00,11.60
-19.00,14.00,12.80
-19.00,14.00,14.00
-19.00,14.00,15.20
-19.00,15.00,-21.90
-19.00,15.00,-20.70
-19.00,15.00,-19.50
-19.00,15.00,-18.30
-19.00,15.00,-17.10
