x,y,z
-19.0,-14.0,2.64
-19.0,-14.0,3.83
-19.0,-14.0,5.02
-19.0,-14.0,6.21
-19.0,-14.0,7.4
-19.0,-14.0,8.59
-19.0,-14.0,9.78
-19.0,-14.0,11.0
-19.0,-14.0,12.2
-19.0,-14.0,13.3
-19.0,-14.0,14.5
-19.0,-14.0,15.7
-19.0,-14.0,16.9
-19.0,-14.0,18.1
-19.0,-14.0,19.3
-19.0,-14.0,20.5
-19.0,-13.0,-16.6
-19.0,-13.0,-15.4
-19.0,-13.0,-14.2
-19.0,-13.0,-13.0
-19.0,-13.0,-11.8
-19.0,-13.0,-10.6
-19.0,-13.0,-9.43
-19.0,-13.0,-8.24
-19.0,-13.0,-7.06
-19.0,-13.0,-5.87
-19.0,-13.0,-4.68
-19.0,-13.0,-3.49
-19.0,-13.0,-2.3
-19.0,-13.0,-1.11
-19.0,-13.0,0.08
-19.0,-13.0,1.27
-19.0,-13.0,2.46
-19.0,-13.0,3.64
-19.0,-13.0,4.83
-19.0,-13.0,6.02
-19.0,-13.0,7.21
-19.0,-13.0,8.4
-19.0,-13.0,9.59
-19.0,-13.0,10.8
-19.0,-13.0,12.0
-19.0,-13.0,13.2
-19.0,-13.0,14.3
-19.0,-13.0,15.5
-19.0,-13.0,16.7
-19.0,-13.0,17.9
-19.0,-13.0,19.1
-19.0,-13.0,20.3
-19.0,-12.0,-16.8
-19.0,-12.0,-15.6
-19.0,-12.0,-14.4
-19.0,-12.0,-13.2
-19.0,-12.0,-12.0
-19.0,-12.0,-10.8
-19.0,-12.0,-9.62
-19.0,-12.0,-8.43
-19.0,-12.0,-7.24
-19.0,-12.0,-6.06
-19.0,-12.0,-4.87
-19.0,-12.0,-3.68
-19.0,-12.0,-2.49
-19.0,-12.0,-1.3
-19.0,-12.0,-0.11
-19.0,-12.0,1.08
-19.0,-12.0,2.27
-19.0,-12.0,3.46
-19.0,-12.0,4.64
-19.0,-12.0,5.83
-19.0,-12.0,7.02
-19.0,-12.0,8.21
-19.0,-12.0,9.4
-19.0,-12.0,10.6
-19.0,-12.0,11.8
-19.0,-12.0,13.0
-19.0,-12.0,14.2
-19.0,-12.0,15.3
-19.0,-12.0,16.5
-19.0,-12.0,17.7
-19.0,-12.0,18.9
-19.0,-12.0,20.1
-19.0,-11.0,-16.9
-19.0,-11.0,-15.8
-19.0,-11.0,-14.6
-19.0,-11.0,-13.4
-19.0,-11.0,-12.2
-19.0,-11.0,-11.0
-19.0,-11.0,-9.81
-19.0,-11.0,-8.62
-19.0,-11.0,-7.43
-19.0,-11.0,-6.24
-19.0,-11.0,-5.06
-19.0,-11.0,-3.87
-19.0,-11.0,-2.68
-19.0,-11.0,-1.49
-19.0,-11.0,-0.3
-19.0,-11.0,0.89
-19.0,-11.0,2.08
-19.0,-11.0,3.27
-19.0,-11.0,4.46
-19.0,-11.0,5.64
-19.0,-11.0,6.83
-19.0,-11.0,8.02
-19.0,-11.0,9.21
-19.0,-11.0,10.4
-19.0,-11.0,11.6
-19.0,-11.0,12.8
-19.0,-11.0,14.0
-19.0,-11.0,15.2
-19.0,-11.0,16.3
-19.0,-11.0,17.5
-19.0,-11.0,18.7
-19.0,-11.0,19.9
-19.0,-10.0,-17.1
-19.0,-10.0,-15.9
-19.0,-10.0,-14.8
-19.0,-10.0,-13.6
-19.0,-10.0,-12.4
-19.0,-10.0,-11.2
-19.0,-10.0,-10.0
-19.0,-10.0,-8.81
-19.0,-10.0,-7.62
-19.0,-10.0,-6.43
-19.0,-10.0,-5.24
-19.0,-10.0,-4.06
-19.0,-10.0,-2.87
-19.0,-10.0,-1.68
-19.0,-10.0,-0.49
-19.0,-10.0,0.7
-19.0,-10.0,1.89
-19.0,-10.0,3.08
-19.0,-10.0,4.27
-19.0,-10.0,5.46
-19.0,-10.0,6.64
-19.0,-10.0,7.83
-19.0,-10.0,9.02
-19.0,-10.0,10.2
-19.0,-10.0,11.4
-19.0,-10.0,12.6
-19.0,-10.0,13.8
-19.0,-10.0,15.0
-19.0,-10.0,16.2
-19.0,-10.0,17.3
-19.0,-10.0,18.5
-19.0,-10.0,19.7
-19.0,-9.0,-17.3
-19.0,-9.0,-16.1
-19.0,-9.0,-14.9
-19.0,-9.0,-13.8
-19.0,-9.0,-12.6
-19.0,-9.0,-11.4
-19.0,-9.0,-10.2
-19.0,-9.0,-9.0
-19.0,-9.0,-7.81
-19.0,-9.0,-6.62
-19.0,-9.0,-5.43
-19.0,-9.0,-4.24
-19.0,-9.0,-3.06
-19.0,-9.0,-1.87
-19.0,-9.0,-0.68
-19.0,-9.0,0.51
-19.0,-9.0,1.7
-19.0,-9.0,2.89
-19.0,-9.0,4.08
-19.0,-9.0,5.27
-19.0,-9.0,6.46
-19.0,-9.0,7.64
-19.0,-9.0,8.83
-19.0,-9.0,10.0
-19.0,-9.0,11.2
-19.0,-9.0,12.4
-19.0,-9.0,13.6
-19.0,-9.0,14.8
-19.0,-9.0,16.0
-19.0,-9.0,17.2
-19.0,-9.0,18.3
-19.0,-9.0,19.5
-19.0,-8.0,-17.5
-19.0,-8.0,-16.3
-19.0,-8.0,-15.1
-19.0,-8.0,-13.9
-19.0,-8.0,-12.8
-19.0,-8.0,-11.6
-19.0,-8.0,-10.4
-19.0,-8.0,-9.19
-19.0,-8.0,-8.0
-19.0,-8.0,-6.81
-19.0,-8.0,-5.62
-19.0,-8.0,-4.43
-19.0,-8.0,-3.24
-19.0,-8.0,-2.06
-19.0,-8.0,-0.87
-19.0,-8.0,0.32
-19.0,-8.0,1.51
-19.0,-8.0,2.7
-19.0,-8.0,3.89
-19.0,-8.0,5.08
-19.0,-8.0,6.27
-19.0,-8.0,7.46
-19.0,-8.0,8.64
-19.0,-8.0,9.83
-19.0,-8.0,11.0
-19.0,-8.0,12.2
-19.0,-8.0,13.4
-19.0,-8.0,14.6
-19.0,-8.0,15.8
-19.0,-8.0,17.0
-19.0,-8.0,18.2
-19.0,-8.0,19.3
-19.0,-7.0,-17.7
-19.0,-7.0,-16.5
-19.0,-7.0,-15.3
-19.0,-7.0,-14.1
-19.0,-7.0,-12.9
-19.0,-7.0,-11.8
-19.0,-7.0,-10.6
-19.0,-7.0,-9.38
-19.0,-7.0,-8.19
-19.0,-7.0,-7.0
-19.0,-7.0,-5.81
-19.0,-7.0,-4.62
-19.0,-7.0,-3.43
-19.0,-7.0,-2.24
-19.0,-7.0,-1.06
-19.0,-7.0,0.13
-19.0,-7.0,1.32
-19.0,-7.0,2.51
-19.0,-7.0,3.7
-19.0,-7.0,4.89
-19.0,-7.0,6.08
-19.0,-7.0,7.27
-19.0,-7.0,8.46
-19.0,-7.0,9.64
-19.0,-7.0,10.8
-19.0,-7.0,12.0
-19.0,-7.0,13.2
-19.0,-7.0,14.4
-19.0,-7.0,15.6
-19.0,-7.0,16.8
-19.0,-7.0,18.0
-19.0,-7.0,19.2
-19.0,-6.0,-17.9
-19.0,-6.0,-16.7
-19.0,-6.0,-15.5
-19.0,-6.0,-14.3
-19.0,-6.0,-13.1
-19.0,-6.0,-11.9
-19.0,-6.0,-10.8
-19.0,-6.0,-9.57
-19.0,-6.0,-8.38
-19.0,-6.0,-7.19
-19.0,-6.0,-6.0
-19.0,-6.0,-4.81
-19.0,-6.0,-3.62
-19.0,-6.0,-2.43
-19.0,-6.0,-1.24
-19.0,-6.0,-0.06
-19.0,-6.0,1.13
-19.0,-6.0,2.32
-19.0,-6.0,3.51
-19.0,-6.0,4.7
-19.0,-6.0,5.89
-19.0,-6.0,7.08
-19.0,-6.0,8.27
-19.0,-6.0,9.46
-19.0,-6.0,10.6
-19.0,-6.0,11.8
-19.0,-6.0,13.0
-19.0,-6.0,14.2
-19.0,-6.0,15.4
-19.0,-6.0,16.6
-19.0,-6.0,17.8
-19.0,-6.0,19.0
-19.0,-5.0,-18.1
-19.0,-5.0,-16.9
-19.0,-5.0,-15.7
-19.0,-5.0,-14.5
-19.0,-5.0,-13.3
-19.0,-5.0,-12.1
-19.0,-5.0,-10.9
-19.0,-5.0,-9.76
-19.0,-5.0,-8.57
-19.0,-5.0,-7.38
-19.0,-5.0,-6.19
-19.0,-5.0,-5.0
-19.0,-5.0,-3.81
-19.0,-5.0,-2.62
-19.0,-5.0,-1.43
-19.0,-5.0,-0.24
-19.0,-5.0,0.95
-19.0,-5.0,2.13
-19.0,-5.0,3.32
-19.0,-5.0,4.51
-19.0,-5.0,5.7
-19.0,-5.0,6.89
-19.0,-5.0,8.08
-19.0,-5.0,9.27
-19.0,-5.0,10.5
-19.0,-5.0,11.6
-19.0,-5.0,12.8
-19.0,-5.0,14.0
-19.0,-5.0,15.2
-19.0,-5.0,16.4
-19.0,-5.0,17.6
-19.0,-5.0,18.8
-19.0,-4.0,-18.3
-19.0,-4.0,-17.1
-19.0,-4.0,-15.9
-19.0,-4.0,-14.7
-19.0,-4.0,-13.5
-19.0,-4.0,-12.3
-19.0,-4.0,-11.1
-19.0,-4.0,-9.94
-19.0,-4.0,-8.76
-19.0,-4.0,-7.57
-19.0,-4.0,-6.38
-19.0,-4.0,-5.19
-19.0,-4.0,-4.0
-19.0,-4.0,-2.81
-19.0,-4.0,-1.62
-19.0,-4.0,-0.43
-19.0,-4.0,0.76
-19.0,-4.0,1.94
-19.0,-4.0,3.13
-19.0,-4.0,4.32
-19.0,-4.0,5.51
-19.0,-4.0,6.7
-19.0,-4.0,7.89
-19.0,-4.0,9.08
-19.0,-4.0,10.3
-19.0,-4.0,11.5
-19.0,-4.0,12.6
-19.0,-4.0,13.8
-19.0,-4.0,15.0
-19.0,-4.0,16.2
-19.0,-4.0,17.4
-19.0,-4.0,18.6
-19.0,-3.0,-18.5
-19.0,-3.0,-17.3
-19.0,-3.0,-16.1
-19.0,-3.0,-14.9
-19.0,-3.0,-13.7
-19.0,-3.0,-12.5
-19.0,-3.0,-11.3
-19.0,-3.0,-10.1
-19.0,-3.0,-8.94
-19.0,-3.0,-7.76
-19.0,-3.0,-6.57
-19.0,-3.0,-5.38
-19.0,-3.0,-4.19
-19.0,-3.0,-3.0
-19.0,-3.0,-1.81
-19.0,-3.0,-0.62
-19.0,-3.0,0.57
-19.0,-3.0,1.76
-19.0,-3.0,2.94
-19.0,-3.0,4.13
-19.0,-3.0,5.32
-19.0,-3.0,6.51
-19.0,-3.0,7.7
-19.0,-3.0,8.89
-19.0,-3.0,10.1
-19.0,-3.0,11.3
-19.0,-3.0,12.5
-19.0,-3.0,13.6
-19.0,-3.0,14.8
-19.0,-3.0,16.0
-19.0,-3.0,17.2
-19.0,-3.0,18.4
-19.0,-2.0,-18.6
-19.0,-2.0,-17.5
-19.0,-2.0,-16.3
-19.0,-2.0,-15.1
-19.0,-2.0,-13.9
-19.0,-2.0,-12.7
-19.0,-2.0,-11.5
-19.0,-2.0,-10.3
-19.0,-2.0,-9.13
-19.0,-2.0,-7.94
-19.0,-2.0,-6.76
-19.0,-2.0,-5.57
-19.0,-2.0,-4.38
-19.0,-2.0,-3.19
-19.0,-2.0,-2.0
-19.0,-2.0,-0.81
-19.0,-2.0,0.38
-19.0,-2.0,1.57
-19.0,-2.0,2.76
-19.0,-2.0,3.94
-19.0,-2.0,5.13
-19.0,-2.0,6.32
-19.0,-2.0,7.51
-19.0,-2.0,8.7
-19.0,-2.0,9.89
-19.0,-2.0,11.1
-19.0,-2.0,12.3
-19.0,-2.0,13.5
-19.0,-2.0,14.6
-19.0,-2.0,15.8
-19.0,-2.0,17.0
-19.0,-2.0,18.2
-19.0,-1.0,-18.8
-19.0,-1.0,-17.6
-19.0,-1.0,-16.5
-19.0,-1.0,-15.3
-19.0,-1.0,-14.1
-19.0,-1.0,-12.9
-19.0,-1.0,-11.7
-19.0,-1.0,-10.5
-19.0,-1.0,-9.32
-19.0,-1.0,-8.13
-19.0,-1.0,-6.94
-19.0,-1.0,-5.76
-19.0,-1.0,-4.57
-19.0,-1.0,-3.38
-19.0,-1.0,-2.19
-19.0,-1.0,-1.0
-19.0,-1.0,0.19
-19.0,-1.0,1.38
-19.0,-1.0,2.57
-19.0,-1.0,3.76
-19.0,-1.0,4.94
-19.0,-1.0,6.13
-19.0,-1.0,7.32
-19.0,-1.0,8.51
-19.0,-1.0,9.7
-19.0,-1.0,10.9
-19.0,-1.0,12.1
-19.0,-1.0,13.3
-19.0,-1.0,14.5
-19.0,-1.0,15.6
-19.0,-1.0,16.8
-19.0,-1.0,18.0
-19.0,0.0,-19.0
-19.0,0.0,-17.8
-19.0,0.0,-16.6
-19.0,0.0,-15.5
-19.0,0.0,-14.3
-19.0,0.0,-13.1
-19.0,0.0,-11.9
-19.0,0.0,-10.7
-19.0,0.0,-9.51
-19.0,0.0,-8.32
-19.0,0.0,-7.13
-19.0,0.0,-5.94
-19.0,0.0,-4.76
-19.0,0.0,-3.57
-19.0,0.0,-2.38
-19.0,0.0,-1.19
-19.0,0.0,0.0
-19.0,0.0,1.19
-19.0,0.0,2.38
-19.0,0.0,3.57
-19.0,0.0,4.76
-19.0,0.0,5.94
-19.0,0.0,7.13
-19.0,0.0,8.32
-19.0,0.0,9.51
-19.0,0.0,10.7
-19.0,0.0,11.9
-19.0,0.0,13.1
-19.0,0.0,14.3
-19.0,0.0,15.5
-19.0,0.0,16.6
-19.0,0.0,17.8
-19.0,1.0,-19.2
-19.0,1.0,-18.0
-19.0,1.0,-16.8
-19.0,1.0,-15.6
-19.0,1.0,-14.5
-19.0,1.0,-13.3
-19.0,1.0,-12.1
-19.0,1.0,-10.9
-19.0,1.0,-9.7
-19.0,1.0,-8.51
-19.0,1.0,-7.32
-19.0,1.0,-6.13
-19.0,1.0,-4.94
-19.0,1.0,-3.76
-19.0,1.0,-2.57
-19.0,1.0,-1.38
-19.0,1.0,-0.19
-19.0,1.0,1.0
-19.0,1.0,2.19
-19.0,1.0,3.38
-19.0,1.0,4.57
-19.0,1.0,5.76
-19.0,1.0,6.94
-19.0,1.0,8.13
-19.0,1.0,9.32
-19.0,1.0,10.5
-19.0,1.0,11.7
-19.0,1.0,12.9
-19.0,1.0,14.1
-19.0,1.0,15.3
-19.0,1.0,16.5
-19.0,1.0,17.6
-19.0,2.0,-19.4
-19.0,2.0,-18.2
-19.0,2.0,-17.0
-19.0,2.0,-15.8
-19.0,2.0,-14.6
-19.0,2.0,-13.5
-19.0,2.0,-12.3
-19.0,2.0,-11.1
-19.0,2.0,-9.89
-19.0,2.0,-8.7
-19.0,2.0,-7.51
-19.0,2.0,-6.32
-19.0,2.0,-5.13
-19.0,2.0,-3.94
-19.0,2.0,-2.76
-19.0,2.0,-1.57
-19.0,2.0,-0.38
-19.0,2.0,0.81
-19.0,2.0,2.0
-19.0,2.0,3.19
-19.0,2.0,4.38
-19.0,2.0,5.57
-19.0,2.0,6.76
-19.0,2.0,7.94
-19.0,2.0,9.13
-19.0,2.0,10.3
-19.0,2.0,11.5
-19.0,2.0,12.7
-19.0,2.0,13.9
-19.0,2.0,15.1
-19.0,2.0,16.3
-19.0,2.0,17.5
-19.0,3.0,-19.6
-19.0,3.0,-18.4
-19.0,3.0,-17.2
-19.0,3.0,-16.0
-19.0,3.0,-14.8
-19.0,3.0,-13.6
-19.0,3.0,-12.5
-19.0,3.0,-11.3
-19.0,3.0,-10.1
-19.0,3.0,-8.89
-19.0,3.0,-7.7
-19.0,3.0,-6.51
-19.0,3.0,-5.32
-19.0,3.0,-4.13
-19.0,3.0,-2.94
-19.0,3.0,-1.76
-19.0,3.0,-0.57
-19.0,3.0,0.62
-19.0,3.0,1.81
-19.0,3.0,3.0
-19.0,3.0,4.19
-19.0,3.0,5.38
-19.0,3.0,6.57
-19.0,3.0,7.76
-19.0,3.0,8.94
-19.0,3.0,10.1
-19.0,3.0,11.3
-19.0,3.0,12.5
-19.0,3.0,13.7
-19.0,3.0,14.9
-19.0,3.0,16.1
-19.0,3.0,17.3
-19.0,4.0,-19.8
-19.0,4.0,-18.6
-19.0,4.0,-17.4
-19.0,4.0,-16.2
-19.0,4.0,-15.0
-19.0,4.0,-13.8
-19.0,4.0,-12.6
-19.0,4.0,-11.5
-19.0,4.0,-10.3
-19.0,4.0,-9.08
-19.0,4.0,-7.89
-19.0,4.0,-6.7
-19.0,4.0,-5.51
-19.0,4.0,-4.32
-19.0,4.0,-3.13
-19.0,4.0,-1.94
-19.0,4.0,-0.76
-19.0,4.0,0.43
-19.0,4.0,1.62
-19.0,4.0,2.81
-19.0,4.0,4.0
-19.0,4.0,5.19
-19.0,4.0,6.38
-19.0,4.0,7.57
-19.0,4.0,8.76
-19.0,4.0,9.94
-19.0,4.0,11.1
-19.0,4.0,12.3
-19.0,4.0,13.5
-19.0,4.0,14.7
-19.0,4.0,15.9
-19.0,4.0,17.1
-19.0,5.0,-20.0
-19.0,5.0,-18.8
-19.0,5.0,-17.6
-19.0,5.0,-16.4
-19.0,5.0,-15.2
-19.0,5.0,-14.0
-19.0,5.0,-12.8
-19.0,5.0,-11.6
-19.0,5.0,-10.5
-19.0,5.0,-9.27
-19.0,5.0,-8.08
-19.0,5.0,-6.89
-19.0,5.0,-5.7
-19.0,5.0,-4.51
-19.0,5.0,-3.32
-19.0,5.0,-2.13
-19.0,5.0,-0.95
-19.0,5.0,0.24
-19.0,5.0,1.43
-19.0,5.0,2.62
-19.0,5.0,3.81
-19.0,5.0,5.0
-19.0,5.0,6.19
-19.0,5.0,7.38
-19.0,5.0,8.57
-19.0,5.0,9.76
-19.0,5.0,10.9
-19.0,5.0,12.1
-19.0,5.0,13.3
-19.0,5.0,14.5
-19.0,5.0,15.7
-19.0,5.0,16.9
-19.0,6.0,-20.2
-19.0,6.0,-19.0
-19.0,6.0,-17.8
-19.0,6.0,-16.6
-19.0,6.0,-15.4
-19.0,6.0,-14.2
-19.0,6.0,-13.0
-19.0,6.0,-11.8
-19.0,6.0,-10.6
-19.0,6.0,-9.46
-19.0,6.0,-8.27
-19.0,6.0,-7.08
-19.0,6.0,-5.89
-19.0,6.0,-4.7
-19.0,6.0,-3.51
-19.0,6.0,-2.32
-19.0,6.0,-1.13
-19.0,6.0,0.06
-19.0,6.0,1.24
-19.0,6.0,2.43
-19.0,6.0,3.62
-19.0,6.0,4.81
-19.0,6.0,6.0
-19.0,6.0,7.19
-19.0,6.0,8.38
-19.0,6.0,9.57
-19.0,6.0,10.8
-19.0,6.0,11.9
-19.0,6.0,13.1
-19.0,6.0,14.3
-19.0,6.0,15.5
-19.0,6.0,16.7
-19.0,7.0,-20.3
-19.0,7.0,-19.2
-19.0,7.0,-18.0
-19.0,7.0,-16.8
-19.0,7.0,-15.6
-19.0,7.0,-14.4
-19.0,7.0,-13.2
-19.0,7.0,-12.0
-19.0,7.0,-10.8
-19.0,7.0,-9.64
-19.0,7.0,-8.46
-19.0,7.0,-7.27
-19.0,7.0,-6.08
-19.0,7.0,-4.89
-19.0,7.0,-3.7
-19.0,7.0,-2.51
-19.0,7.0,-1.32
-19.0,7.0,-0.13
-19.0,7.0,1.06
-19.0,7.0,2.24
-19.0,7.0,3.43
-19.0,7.0,4.62
-19.0,7.0,5.81
-19.0,7.0,7.0
-19.0,7.0,8.19
-19.0,7.0,9.38
-19.0,7.0,10.6
-19.0,7.0,11.8
-19.0,7.0,12.9
-19.0,7.0,14.1
-19.0,7.0,15.3
-19.0,7.0,16.5
-19.0,8.0,-20.5
-19.0,8.0,-19.3
-19.0,8.0,-18.2
-19.0,8.0,-17.0
-19.0,8.0,-15.8
-19.0,8.0,-14.6
-19.0,8.0,-13.4
-19.0,8.0,-12.2
-19.0,8.0,-11.0
-19.0,8.0,-9.83
-19.0,8.0,-8.64
-19.0,8.0,-7.46
-19.0,8.0,-6.27
-19.0,8.0,-5.08
-19.0,8.0,-3.89
-19.0,8.0,-2.7
-19.0,8.0,-1.51
-19.0,8.0,-0.32
-19.0,8.0,0.87
-19.0,8.0,2.06
-19.0,8.0,3.24
-19.0,8.0,4.43
-19.0,8.0,5.62
-19.0,8.0,6.81
-19.0,8.0,8.0
-19.0,8.0,9.19
-19.0,8.0,10.4
-19.0,8.0,11.6
-19.0,8.0,12.8
-19.0,8.0,13.9
-19.0,8.0,15.1
-19.0,8.0,16.3
-19.0,9.0,-20.7
-19.0,9.0,-19.5
-19.0,9.0,-18.3
-19.0,9.0,-17.2
-19.0,9.0,-16.0
-19.0,9.0,-14.8
-19.0,9.0,-13.6
-19.0,9.0,-12.4
-19.0,9.0,-11.2
-19.0,9.0,-10.0
-19.0,9.0,-8.83
-19.0,9.0,-7.64
-19.0,9.0,-6.46
-19.0,9.0,-5.27
-19.0,9.0,-4.08
-19.0,9.0,-2.89
-19.0,9.0,-1.7
-19.0,9.0,-0.51
-19.0,9.0,0.68
-19.0,9.0,1.87
-19.0,9.0,3.06
-19.0,9.0,4.24
-19.0,9.0,5.43
-19.0,9.0,6.62
-19.0,9.0,7.81
-19.0,9.0,9.0
-19.0,9.0,10.2
-19.0,9.0,11.4
-19.0,9.0,12.6
-19.0,9.0,13.8
-19.0,9.0,14.9
-19.0,9.0,16.1
-19.0,10.0,-20.9
-19.0,10.0,-19.7
-19.0,10.0,-18.5
-19.0,10.0,-17.3
-19.0,10.0,-16.2
-19.0,10.0,-15.0
-19.0,10.0,-13.8
-19.0,10.0,-12.6
-19.0,10.0,-11.4
-19.0,10.0,-10.2
-19.0,10.0,-9.02
-19.0,10.0,-7.83
-19.0,10.0,-6.64
-19.0,10.0,-5.46
-19.0,10.0,-4.27
-19.0,10.0,-3.08
-19.0,10.0,-1.89
-19.0,10.0,-0.7
-19.0,10.0,0.49
-19.0,10.0,1.68
-19.0,10.0,2.87
-19.0,10.0,4.06
-19.0,10.0,5.24
-19.0,10.0,6.43
-19.0,10.0,7.62
-19.0,10.0,8.81
-19.0,10.0,10.0
-19.0,10.0,11.2
-19.0,10.0,12.4
-19.0,10.0,13.6
-19.0,10.0,14.8
-19.0,10.0,15.9
-19.0,11.0,-21.1
-19.0,11.0,-19.9
-19.0,11.0,-18.7
-19.0,11.0,-17.5
-19.0,11.0,-16.3
-19.0,11.0,-15.2
-19.0,11.0,-14.0
-19.0,11.0,-12.8
-19.0,11.0,-11.6
-19.0,11.0,-10.4
-19.0,11.0,-9.21
-19.0,11.0,-8.02
-19.0,11.0,-6.83
-19.0,11.0,-5.64
-19.0,11.0,-4.46
-19.0,11.0,-3.27
-19.0,11.0,-2.08
-19.0,11.0,-0.89
-19.0,11.0,0.3
-19.0,11.0,1.49
-19.0,11.0,2.68
-19.0,11.0,3.87
-19.0,11.0,5.06
-19.0,11.0,6.24
-19.0,11.0,7.43
-19.0,11.0,8.62
-19.0,11.0,9.81
-19.0,11.0,11.0
-19.0,11.0,12.2
-19.0,11.0,13.4
-19.0,11.0,14.6
-19.0,11.0,15.8
-19.0,12.0,-21.3
-19.0,12.0,-20.1
-19.0,12.0,-18.9
-19.0,12.0,-17.7
-19.0,12.0,-16.5
-19.0,12.0,-15.3
-19.0,12.0,-14.2
-19.0,12.0,-13.0
-19.0,12.0,-11.8
-19.0,12.0,-10.6
-19.0,12.0,-9.4
-19.0,12.0,-8.21
-19.0,12.0,-7.02
-19.0,12.0,-5.83
-19.0,12.0,-4.64
-19.0,12.0,-3.46
-19.0,12.0,-2.27
-19.0,12.0,-1.08
-19.0,12.0,0.11
-19.0,12.0,1.3
-19.0,12.0,2.49
-19.0,12.0,3.68
-19.0,12.0,4.87
-19.0,12.0,6.06
-19.0,12.0,7.24
-19.0,12.0,8.43
-19.0,12.0,9.62
-19.0,12.0,10.8
-19.0,12.0,12.0
-19.0,12.0,13.2
-19.0,12.0,14.4
-19.0,12.0,15.6
-19.0,13.0,-21.5
-19.0,13.0,-20.3
-19.0,13.0,-19.1
-19.0,13.0,-17.9
-19.0,13.0,-16.7
-19.0,13.0,-15.5
-19.0,13.0,-14.3
-19.0,13.0,-13.2
-19.0,13.0,-12.0
-19.0,13.0,-10.8
-19.0,13.0,-9.59
-19.0,13.0,-8.4
-19.0,13.0,-7.21
-19.0,13.0,-6.02
-19.0,13.0,-4.83
-19.0,13.0,-3.64
-19.0,13.0,-2.46
-19.0,13.0,-1.27
-19.0,13.0,-0.08
-19.0,13.0,1.11
-19.0,13.0,2.3
-19.0,13.0,3.49
-19.0,13.0,4.68
-19.0,13.0,5.87
-19.0,13.0,7.06
-19.0,13.0,8.24
-19.0,13.0,9.43
-19.0,13.0,10.6
-19.0,13.0,11.8
-19.0,13.0,13.0
-19.0,13.0,14.2
-19.0,13.0,15.4
-19.0,14.0,-21.7
-19.0,14.0,-20.5
-19.0,14.0,-19.3
-19.0,14.0,-18.1
-19.0,14.0,-16.9
-19.0,14.0,-15.7
-19.0,14.0,-14.5
-19.0,14.0,-13.3
-19.0,14.0,-12.2
-19.0,14.0,-11.0
-19.0,14.0,-9.78
-19.0,14.0,-8.59
-19.0,14.0,-7.4
-19.0,14.0,-6.21
-19.0,14.0,-5.02
-19.0,14.0,-3.83
-19.0,14.0,-2.64
-19.0,14.0,-1.46
-19.0,14.0,-0.27
-19.0,14.0,0.92
-19.0,14.0,2.11
-19.0,14.0,3.3
-19.0,14.0,4.49
-19.0,14.0,5.68
-19.0,14.0,6.87
-19.0,14.0,8.06
-19.0,14.0,9.24
-19.0,14.0,10.4
-19.0,14.0,11.6
-19.0,14.0,12.8
-19.0,14.0,14.0
-19.0,14.0,15.2
-19.0,15.0,-21.9
-19.0,15.0,-20.7
-19.0,15.0,-19.5
-19.0,15.0,-18.3
-19.0,15.0,-17.1
